Comments,Surrounding Code Context,Class
Defines a Node struct for a linked list and provides a method to add a new node.,"type Node struct { value int next *Node } func (n *Node) add(value int) { newNode := &Node{value: value, next: n.next} n.next = newNode }",Useful
Performs a binary search on a sorted array to find the target value.,"def binary_search(arr, target): low, high = 0, len(arr) - 1 while low <= high: mid = (low + high) // 2 if arr[mid] == target: return mid elif arr[mid] < target: low = mid + 1 else: high = mid - 1 return -1",Not Useful
Checks if a string is a palindrome by comparing it with its reverse.,function isPalindrome(str) { return str === str.split('').reverse().join(''); },Useful
Implements a queue with enqueue and dequeue operations.,class Queue { constructor() { this.items = []; } enqueue(element) { this.items.push(element); } dequeue() { return this.items.shift(); } },Useful
Sorts an array using the merge sort algorithm.,fn merge_sort(arr: &mut [i32]) { if arr.len() <= 1 { return; } let mid = arr.len() / 2; let mut left = arr[0..mid].to_vec(); let mut right = arr[mid..].to_vec(); merge_sort(&mut left); merge_sort(&mut right); let mut i = 0; let mut j = 0; let mut k = 0; while i < left.len() && j < right.len() { if left[i] <= right[j] { arr[k] = left[i]; i += 1; } else { arr[k] = right[j]; j += 1; } k += 1; } while i < left.len() { arr[k] = left[i]; i += 1; k += 1; } while j < right.len() { arr[k] = right[j]; j += 1; k += 1; } },Not Useful
Caches results of function calls to optimize performance.,def cache(func): cached_results = {} def wrapper(*args): if args in cached_results: return cached_results[args] result = func(*args) cached_results[args] = result return result return wrapper,Useful
Defines a binary tree and includes methods for inserting new values.,class BinaryTree { constructor(value) { this.value = value; this.left = null; this.right = null; } insert(value) { if (value < this.value) { if (this.left) { this.left.insert(value); } else { this.left = new BinaryTree(value); } } else { if (this.right) { this.right.insert(value); } else { this.right = new BinaryTree(value); } } } },Useful
Defines a Person struct and a method to greet.,"type Person struct { Name string Age int } func (p *Person) Greet() string { return ""Hello, my name is "" + p.Name }",Useful
Reverses the input string using Python slicing.,def reverse_string(s): return s[::-1],Useful
Determines if a number is prime by checking divisibility.,const isPrime = (num) => { if (num <= 1) return false; for (let i = 2; i <= Math.sqrt(num); i++) { if (num % i === 0) return false; } return true; },Useful
Calculates the nth Fibonacci number using recursion.,fn fibonacci(n: u32) -> u32 { if n <= 1 { return n; } fibonacci(n - 1) + fibonacci(n - 2) },Not Useful
Finds the maximum sum of a contiguous subarray using Kadane's algorithm.,"def find_max_subarray(arr): max_sum = current_sum = arr[0] for num in arr[1:]: current_sum = max(num, current_sum + num) max_sum = max(max_sum, current_sum) return max_sum",Useful
Implements a min-heap data structure with an insert method.,"class MinHeap { constructor() { this.heap = []; } insert(num) { this.heap.push(num); this.bubbleUp(); } bubbleUp() { let index = this.heap.length - 1; while (index > 0) { let parentIndex = Math.floor((index - 1) / 2); if (this.heap[parentIndex] <= this.heap[index]) break; [this.heap[parentIndex], this.heap[index]] = [this.heap[index], this.heap[parentIndex]]; index = parentIndex; } } }",Useful
Calculates the greatest common divisor using the Euclidean algorithm.,"fn gcd(a: u32, b: u32) -> u32 { if b == 0 { a } else { gcd(b, a % b) } }",Useful
Calculates the product of all numbers in a list.,def product_of_list(lst): product = 1 for num in lst: product *= num return product,Useful
Recursively calculates the factorial of a number.,const factorial = (n) => { return n <= 1 ? 1 : n * factorial(n - 1); },Not Useful
Defines a base Shape class that requires an area method to be implemented.,class Shape { constructor(color) { this.color = color; } area() { throw 'Not implemented'; } },Useful
Sorts an array using the quick sort algorithm.,fn quick_sort(arr: &mut [i32]) { if arr.len() <= 1 { return; } let pivot = arr[arr.len() / 2]; let left: Vec<i32> = arr.iter().filter(|&&x| x < pivot).cloned().collect(); let right: Vec<i32> = arr.iter().filter(|&&x| x > pivot).cloned().collect(); quick_sort(&mut left); quick_sort(&mut right); arr.clear(); arr.extend(left); arr.push(pivot); arr.extend(right); },Not Useful
Counts the occurrences of each element in a list and returns a dictionary.,def count_occurrences(lst): from collections import Counter return dict(Counter(lst)),Useful
Finds the maximum value in an array.,function findMax(arr) { let max = arr[0]; for (let num of arr) { if (num > max) { max = num; } } return max; },Useful
Calculates the depth of a binary tree recursively.,"fn binary_tree_depth(node: &Option<Box<Node>>) -> usize { match node { Some(n) => 1 + std::cmp::max(binary_tree_depth(&n.left), binary_tree_depth(&n.right)), None => 0 } }",Not Useful
Splits a list into chunks of specified size.,"def chunk_list(lst, n): return [lst[i:i + n] for i in range(0, len(lst), n)]",Useful
Defines a Person class with a method to greet.,"class Person { constructor(name, age) { this.name = name; this.age = age; } greet() { return `Hello, my name is ${this.name}`; } }",Useful
Merges two sorted vectors into a single sorted vector.,"fn merge(left: Vec<i32>, right: Vec<i32>) -> Vec<i32> { let mut result = Vec::new(); let (mut i, mut j) = (0, 0); while i < left.len() && j < right.len() { if left[i] <= right[j] { result.push(left[i]); i += 1; } else { result.push(right[j]); j += 1; } } result.extend_from_slice(&left[i..]); result.extend_from_slice(&right[j..]); result",Useful
Counts down to zero using recursion.,function countDown(num) { if (num <= 0) { console.log('Done!'); return; } console.log(num); countDown(num - 1); },Not Useful
Checks if two strings are anagrams of each other.,"def is_anagram(str1, str2): return sorted(str1) == sorted(str2)",Useful
Transforms a function operating on strings/words to one that operates on numbers/indices,"def conjugate(self, f): return lambda i: self.word_index[f(self.index_word[i])]",Useful
"Splits the dataset into test, validation, and training sets based on repository IDs",test = empty | df.repo_id.map(test_repos.__contains__) valid = ~empty & df.repo_id.map(valid_repos.__contains__) train = ~valid & ~test,Useful
This function parses a custom format string into an iterator of CustomData structs,"fn parse_custom_format<'a>(input: &'a str) -> impl Iterator<Item = Result<CustomData, ParseError>> + 'a { input.lines().map(|line| { let parts: Vec<&str> = line.split(',').collect(); if parts.len() != 3 { return Err(ParseError::InvalidFormat); } Ok(CustomData { id: parts[0].parse()?, name: parts[1].to_string(), value: parts[2].parse()?, }) }) }",Useful
Creates a memoized version of a function to cache results,"const memoize = (fn) => { const cache = new Map(); return (...args) => { const key = JSON.stringify(args); if (cache.has(key)) return cache.get(key); const result = fn.apply(this, args); cache.set(key, result); return result; }; };",Useful
Implements a thread-safe queue using mutex and condition variable,"template<typename T> class ThreadSafeQueue { private: std::queue<T> queue; mutable std::mutex mutex; std::condition_variable cond; public: void push(T value) { std::lock_guard<std::mutex> lock(mutex); queue.push(std::move(value)); cond.notify_one(); } T pop() { std::unique_lock<std::mutex> lock(mutex); cond.wait(lock, [this] { return !queue.empty(); }); T value = std::move(queue.front()); queue.pop(); return value; } };",Useful
Decorator for priming coroutines automatically,"def coroutine_decorator(func): @wraps(func) def primer(*args, **kwargs): gen = func(*args, **kwargs) next(gen) return gen return primer",Useful
This function does something with promises,"async function retryWithBackoff(fn, maxRetries = 5, baseDelay = 100) { for (let i = 0; i < maxRetries; i++) { try { return await fn(); } catch (error) { if (i === maxRetries - 1) throw error; await new Promise(resolve => setTimeout(resolve, baseDelay * Math.pow(2, i))); } } }",Not Useful
Parses a log entry string into a structured LogEntry object using regex,"fn parse_log_entry(entry: &str) -> Result<LogEntry, ParseError> { let re = Regex::new(r""^(\d{4}-\d{2}-\d{2} \d{2}:\d{2}:\d{2}) \[(\w+)\] (.+)$"").unwrap(); let caps = re.captures(entry).ok_or(ParseError::InvalidFormat)?; Ok(LogEntry { timestamp: NaiveDateTime::parse_from_str(&caps[1], ""%Y-%m-%d %H:%M:%S"")?, level: caps[2].parse()?, message: caps[3].to_string(), }) }",Useful
Implements a Least Recently Used (LRU) cache with get and put operations,"class LRUCache<K, V> { private capacity: number; private cache: Map<K, V>; private keys: K[]; constructor(capacity: number) { this.capacity = capacity; this.cache = new Map<K, V>(); this.keys = []; } get(key: K): V | undefined { if (!this.cache.has(key)) return undefined; const value = this.cache.get(key); this.keys = this.keys.filter(k => k !== key); this.keys.unshift(key); return value; } put(key: K, value: V): void { if (this.cache.has(key)) { this.keys = this.keys.filter(k => k !== key); } else if (this.keys.length >= this.capacity) { const oldKey = this.keys.pop(); this.cache.delete(oldKey!); } this.cache.set(key, value); this.keys.unshift(key); } }",Useful
This function reduces an iterable using a custom function,"def custom_reduce(function, iterable, initializer=None): it = iter(iterable) if initializer is None: try: initializer = next(it) except StopIteration: raise TypeError('reduce() of empty sequence with no initial value') accum_value = initializer for x in it: accum_value = function(accum_value, x) return accum_value",Useful
Implements a thread-safe shared pointer with reference counting,"template <typename T> class SharedPtr { private: T* ptr; std::atomic<int>* refCount; void release() { if (ptr && --(*refCount) == 0) { delete ptr; delete refCount; } } public: explicit SharedPtr(T* p = nullptr) : ptr(p), refCount(new std::atomic<int>(1)) {} SharedPtr(const SharedPtr& other) : ptr(other.ptr), refCount(other.refCount) { ++(*refCount); } SharedPtr& operator=(const SharedPtr& other) { if (this != &other) { release(); ptr = other.ptr; refCount = other.refCount; ++(*refCount); } return *this; } ~SharedPtr() { release(); } T& operator*() const { return *ptr; } T* operator->() const { return ptr; } T* get() const { return ptr; } int use_count() const { return refCount->load(); } };",Useful
Fetches data from a URL with a timeout,"async function fetchWithTimeout(url, options = {}, timeout = 5000) { const controller = new AbortController(); const id = setTimeout(() => controller.abort(), timeout); const response = await fetch(url, { ...options, signal: controller.signal }); clearTimeout(id); return response; }",Useful
Implements a custom groupby function similar to itertools.groupby,"def custom_groupby(iterable, key=None): if key is None: key = lambda x: x class GroupByIterator: def __init__(self, iterable, key): self.it = iter(sorted(iterable, key=key)) self.tgtkey = self.currkey = self.currvalue = object() self.key = key def __iter__(self): return self def __next__(self): self.id = object() while self.currkey == self.tgtkey: self.currvalue = next(self.it) self.currkey = self.key(self.currvalue) self.tgtkey = self.currkey return (self.currkey, self._grouper(self.tgtkey, self.id)) def _grouper(self, tgtkey, id): while self.id is id and self.currkey == tgtkey: yield self.currvalue try: self.currvalue = next(self.it) except StopIteration: return self.currkey = self.key(self.currvalue) return GroupByIterator(iterable, key)",Useful
